movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
tt13321244,Caste,,,,"Drama, History",,The unspoken system that has shaped America and chronicles how lives today are defined by a hierarchy of human divisions.,Ava DuVernay,/name/nm1148550/,"Nick Offerman, 
Jon Bernthal, 
Connie Nielsen, 
Vera Farmiga","/name/nm0644406/,/name/nm1256532/,/name/nm0001567/,/name/nm0267812/",,
tt0065622,The Decameron,1971,R,111 min,"Comedy, Drama, History",7.1,"An adaptation of nine stories from Boccaccio's ""Decameron"".",Pier Paolo Pasolini,/name/nm0001596/,"Franco Citti, 
Ninetto Davoli, 
Jovan Jovanovic, 
Vincenzo Amato","/name/nm0162948/,/name/nm0205793/,/name/nm0431270/,/name/nm0024187/",11316.0,
tt4139928,The Legend of Maula Jatt,2022,,153 min,"Action, Drama, Fantasy",8.8,"Maula Jatt, a fierce prizefighter with a tortured past seeks vengeance against his arch nemesis Noori Natt, the most feared warrior in the land of Punjab.",Bilal Lashari,/name/nm2850440/,"Fawad Khan, 
Mahira Khan, 
Humaima Malik, 
Hamza Ali Abbasi","/name/nm2717565/,/name/nm4493060/,/name/nm3892419/,/name/nm4273857/",9690.0,
tt0120603,Beloved,1998,R,172 min,"Drama, History, Horror",6.0,"Based on the book by Toni Morrison, in which a slave is visited by the spirit of a mysterious young woman",Jonathan Demme,/name/nm0001129/,"Oprah Winfrey, 
Danny Glover, 
Yada Beener, 
Emil Pinnock","/name/nm0001856/,/name/nm0000418/,/name/nm0066463/,/name/nm0684460/",9227.0,22852487.0
tt0110963,Queen Margot,1994,R,159 min,"Biography, Drama, History",7.4,"Young Queen Margot finds herself trapped in an arranged marriage amidst a religious war between Catholics and Protestants. She hopes to escape with a new lover, but finds herself imprisoned by her powerful and ruthless family.",Patrice Chéreau,/name/nm0161717/,"Isabelle Adjani, 
Daniel Auteuil, 
Jean-Hugues Anglade, 
Vincent Perez","/name/nm0000254/,/name/nm0000809/,/name/nm0000767/,/name/nm0001641/",18059.0,2017346.0
tt0808417,Persepolis,2007,PG-13,96 min,"Animation, Biography, Drama",8.0,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,"Vincent Paronnaud, 
Marjane Satrapi",/name/nm1749112/,"Chiara Mastroianni, 
Catherine Deneuve, 
Gena Rowlands, 
Danielle Darrieux","/name/nm2277869/,/name/nm0557859/,/name/nm0000366/,/name/nm0001687/,/name/nm0201638/",96117.0,4445756.0
tt11991748,Rurôni Kenshin: Sai shûshô - The Beginning,2021,TV-MA,137 min,"Action, Adventure, Drama",7.4,"Before becoming a protector, Kenshin is a fearsome assassin known as Battosai, but his story changes when he meets the gentle Tomoe Yukishiro.",Keishi Otomo,/name/nm3311094/,"Takeru Satoh, 
Kasumi Arimura, 
Yôsuke Eguchi, 
Kazuki Kitamura","/name/nm2615398/,/name/nm4134328/,/name/nm0251139/,/name/nm0457556/",9209.0,
tt0425637,Red Cliff,2008,R,148 min,"Action, Adventure, Drama",7.3,The first chapter of a two-part story centered on a battle fought in China's Three Kingdoms period (220-280 A.D.).,John Woo,/name/nm0000247/,"Tony Chiu-Wai Leung, 
Takeshi Kaneshiro, 
Fengyi Zhang, 
Chang Chen","/name/nm0504897/,/name/nm0437580/,/name/nm0955342/,/name/nm0151654/",46987.0,627047.0
tt0074896,The Message,1976,PG,177 min,"Biography, Drama, History",8.1,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,Moustapha Akkad,/name/nm0002160/,"Anthony Quinn, 
Irene Papas, 
Michael Ansara, 
Johnny Sekka","/name/nm0000063/,/name/nm0660327/,/name/nm0030516/,/name/nm0782885/",48429.0,
tt2032572,USS Indianapolis: Men of Courage,2016,R,128 min,"Action, Drama, History",5.3,"During World War II, an American navy ship is sunk by a Japanese submarine leaving 890 crewmen stranded in shark infested waters.",Mario Van Peebles,/name/nm0005522/,"Nicolas Cage, 
Tom Sizemore, 
Thomas Jane, 
Matt Lanter","/name/nm0000115/,/name/nm0001744/,/name/nm0005048/,/name/nm1782667/",13417.0,
tt1389127,Texas Killing Fields,2011,R,105 min,"Crime, Drama, History",5.7,"In the Texas bayous, a local homicide detective teams up with a cop from New York City to investigate a series of unsolved murders.",Ami Canaan Mann,/name/nm0542642/,"Sam Worthington, 
Jeffrey Dean Morgan, 
Chloë Grace Moretz, 
Jessica Chastain","/name/nm0941777/,/name/nm0604742/,/name/nm1631269/,/name/nm1567113/",20626.0,45282.0
tt10280296,Sardar Udham,2021,TV-MA,164 min,"Biography, Crime, Drama",8.4,A biopic detailing the 2 decades that Punjabi Sikh revolutionary Udham Singh spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.,Shoojit Sircar,/name/nm1999473/,"Vicky Kaushal, 
Shaun Scott, 
Stephen Hogan, 
Amol Parashar","/name/nm5817249/,/name/nm0779785/,/name/nm0389621/,/name/nm3728294/",43333.0,
tt0073349,Mandingo,1975,R,127 min,"Drama, History, Romance",6.4,An 1840s slaveowner trains one of his slaves to be a bare-knuckle fighter.,Richard Fleischer,/name/nm0281507/,"James Mason, 
Susan George, 
Perry King, 
Richard Ward","/name/nm0000051/,/name/nm0001265/,/name/nm0455133/,/name/nm0911797/",3927.0,2433010.0
tt11162490,The Legend of Molly Johnson,2021,,109 min,"Drama, History, Thriller",6.2,A lonely bushwoman struggles to raise her children and run the family farm while her husband is away.,Leah Purcell,/name/nm0700732/,"Leah Purcell, 
Rob Collins, 
Sam Reid, 
Jessica De Gouw","/name/nm0700732/,/name/nm7592245/,/name/nm2730580/,/name/nm2681284/",1224.0,
tt7518786,'83,2021,,162 min,"Biography, Drama, History",7.5,"On June 25, 1983, the Lord's Cricket Ground witnessed 14 men beat the two times World Champions West Indies, putting India back onto the cricket world stage.",Kabir Khan,/name/nm1203138/,"Ranveer Singh, 
Deepika Padukone, 
Tahir Raj Bhasin, 
Jiiva","/name/nm3828984/,/name/nm2138653/,/name/nm3795810/,/name/nm1883318/",38479.0,
tt2290553,Northmen - A Viking Saga,2014,R,97 min,"Action, Drama, History",5.4,A band of Vikings cross enemy lines and a panicked race begins. The losers will pay with their lives.,Claudio Fäh,/name/nm0299603/,"Tom Hopper, 
Ryan Kwanten, 
Ken Duken, 
Charlie Murphy","/name/nm2584392/,/name/nm0477127/,/name/nm0241222/,/name/nm3647676/",10252.0,
tt0090798,Caravaggio,1986,,93 min,"Biography, Drama, History",6.5,"A retelling of the life of the celebrated 17th-century painter through his brilliant, nearly blasphemous paintings and his flirtations with the underworld.",Derek Jarman,/name/nm0418746/,"Noam Almaz, 
Dexter Fletcher, 
Nigel Terry, 
Sean Bean","/name/nm0021780/,/name/nm0002077/,/name/nm0856050/,/name/nm0000293/",6371.0,3151.0
tt1386932,Ip Man 2,2010,R,108 min,"Action, Biography, Drama",7.5,Centering on Ip Man's migration to Hong Kong in 1949 as he attempts to propagate his discipline of Wing Chun martial arts.,Wilson Yip,/name/nm0948159/,"Donnie Yen, 
Xiaoming Huang, 
Sammo Kam-Bo Hung, 
Lynn Xiong","/name/nm0947447/,/name/nm2119781/,/name/nm0005033/,/name/nm3237713/",106775.0,205675.0
tt0449994,Jodhaa Akbar,2008,Not Rated,213 min,"Action, Drama, History",7.5,"A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha.",Ashutosh Gowariker,/name/nm0332950/,"Hrithik Roshan, 
Aishwarya Rai Bachchan, 
Sonu Sood, 
Poonam Sinha","/name/nm0004335/,/name/nm0706787/,/name/nm1399243/,/name/nm0464521/",33250.0,3440718.0
tt0062301,The St. Valentine's Day Massacre,1967,Not Rated,100 min,"Crime, Drama, History",6.6,Al Capone's Valentine's Day surprise for the rival Bugs Moran gang in 1929 Chicago.,Roger Corman,/name/nm0000339/,"Jason Robards, 
George Segal, 
Ralph Meeker, 
Jean Hale","/name/nm0001673/,/name/nm0001719/,/name/nm0576127/,/name/nm0354933/",4380.0,
tt5816682,Victoria & Abdul,2017,PG-13,111 min,"Biography, Comedy, Drama",6.8,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,Stephen Frears,/name/nm0001241/,"Judi Dench, 
Ali Fazal, 
Tim Pigott-Smith, 
Eddie Izzard","/name/nm0001132/,/name/nm3170495/,/name/nm0683116/,/name/nm0412850/",36627.0,22245070.0
tt1175491,W.,2008,PG-13,129 min,"Biography, Comedy, Drama",6.3,A chronicle of the life and Presidency of George W. Bush.,Oliver Stone,/name/nm0000231/,"Josh Brolin, 
Elizabeth Banks, 
Ioan Gruffudd, 
Colin Hanks","/name/nm0000982/,/name/nm0006969/,/name/nm0344435/,/name/nm0004988/",49023.0,25534493.0
tt4084744,Battle for Sevastopol,2015,,110 min,"Action, Biography, Drama",7.0,"A story of Lyudmila Pavlichenko, the most successful female sniper in history.",Sergey Mokritskiy,/name/nm0596364/,"Yuliya Peresild, 
Evgeniy Tsyganov, 
Oleg Vasilkov, 
Nikita Tarasov","/name/nm2099738/,/name/nm1142921/,/name/nm0890548/,/name/nm1649967/",12914.0,
tt9415108,The Auschwitz Report,2021,,94 min,"Drama, History, War",6.6,"This is the true story of Freddy and Walter--two young Slovak Jews, who were deported to Auschwitz in 1942. On 10 April 1944, after meticulous planning, and with the help and resilience of ...                See full summary »",Peter Bebjak,/name/nm1298152/,"Noel Czuczor, 
Peter Ondrejicka, 
Florian Panzner, 
Jan Nedbal","/name/nm7462417/,/name/nm7912847/,/name/nm0659959/,/name/nm8777950/",2243.0,
tt0870111,Frost/Nixon,2008,R,122 min,"Biography, Drama, History",7.7,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,Ron Howard,/name/nm0000165/,"Frank Langella, 
Michael Sheen, 
Kevin Bacon, 
Sam Rockwell","/name/nm0001449/,/name/nm0790688/,/name/nm0000102/,/name/nm0005377/",109355.0,18593156.0
tt0375920,The Libertine,2004,R,114 min,"Biography, Drama, History",6.2,"The story of John Wilmot, a.k.a. the Earl of Rochester, a 17th century poet who famously drank and debauched his way to an early grave, only to earn posthumous critical acclaim for his life's work.",Laurence Dunmore,/name/nm1461380/,"Johnny Depp, 
Samantha Morton, 
John Malkovich, 
Paul Ritter","/name/nm0000136/,/name/nm0608090/,/name/nm0000518/,/name/nm0728795/",36886.0,4835065.0
tt10935956,Kira & El Gin,2022,Not Rated,175 min,"Action, Drama, History",8.0,Two men team up to fight against British occupation in Egypt during the 1919 revolution.,Marwan Hamed,/name/nm1441566/,"Karim Abdel Aziz, 
Ahmed Ezz, 
Hind Sabri, 
Razane Jammal","/name/nm1243922/,/name/nm1432852/,/name/nm0754906/,/name/nm3943919/",2444.0,
tt3672840,Dragon Blade,2015,R,127 min,"Action, Drama, Fantasy",5.9,"When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An teams up his army with an elite Legion of defected Roman soldiers led by General Lucius to protect his country and his new friends.",Daniel Lee,/name/nm0496752/,"Jackie Chan, 
John Cusack, 
Adrien Brody, 
Si Won Choi","/name/nm0000329/,/name/nm0000131/,/name/nm0004778/,/name/nm2184859/",20379.0,74068.0
tt0968264,The Conspirator,2010,PG-13,122 min,"Crime, Drama, History",6.9,"Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.",Robert Redford,/name/nm0000602/,"Robin Wright, 
James McAvoy, 
Tom Wilkinson, 
Kevin Kline","/name/nm0000705/,/name/nm0564215/,/name/nm0929489/,/name/nm0000177/",29176.0,11538204.0
tt0046435,Titanic,1953,Not Rated,98 min,"Drama, History, Romance",7.0,"An unhappily married couple struggle to deal with their problems while on board the luxurious, ill-fated RMS Titanic.",Jean Negulesco,/name/nm0624535/,"Clifton Webb, 
Barbara Stanwyck, 
Robert Wagner, 
Audrey Dalton","/name/nm0916067/,/name/nm0001766/,/name/nm0001822/,/name/nm0198241/",7245.0,4905000.0
tt0308055,Bobby,2006,R,117 min,"Biography, Drama, History",7.0,"The story of the assassination of U.S. Senator Robert F. Kennedy, who was shot in the early morning hours of June 5, 1968 in the Ambassador Hotel in Los Angeles, California, and twenty-two people in the hotel, whose lives were never the same.",Emilio Estevez,/name/nm0000389/,"Anthony Hopkins, 
Demi Moore, 
Sharon Stone, 
Harry Belafonte","/name/nm0000164/,/name/nm0000193/,/name/nm0000232/,/name/nm0000896/",42282.0,11242801.0
tt0085218,Barefoot Gen,1983,TV-PG,83 min,"Animation, Biography, Drama",8.0,"A powerful statement against war, Barefoot Gen is a disturbing story about the effect of the atomic bomb on a boy's life and the lives of the Japanese people.",Mori Masaki,/name/nm0556048/,"Issei Miyazaki, 
Catherine Battistone, 
Yoshie Shimamura, 
Iona Morris","/name/nm0594506/,/name/nm0061486/,/name/nm1455862/,/name/nm0606599/",8220.0,
tt0056264,Mutiny on the Bounty,1962,Not Rated,178 min,"Adventure, Drama, History",7.2,"In 1787, British ship Bounty leaves Portsmouth to bring a cargo of bread-fruit from Tahiti but the savage on-board conditions imposed by Captain Bligh trigger a mutiny led by officer Fletcher Christian.","Lewis Milestone, 
Carol Reed",/name/nm0587277/,"Marlon Brando, 
Trevor Howard, 
Richard Harris, 
Hugh Griffith","/name/nm0715346/,/name/nm0000008/,/name/nm0002145/,/name/nm0001321/,/name/nm0341518/",16830.0,13680000.0
tt11378946,Michael,XI,,,"Biography, Drama, History",,"The Story of ""The King of Pop"" Michael Jackson.",Antoine Fuqua,/name/nm0298807/,Jaafar Jackson,/name/nm4170484/,,
tt2101473,The Physician,2013,R,155 min,"Adventure, Drama, History",7.2,"In 11th-century Persia, a surgeon's apprentice disguises himself as a Jew to study at a school that does not admit Christians.",Philipp Stölzl,/name/nm0836715/,"Tom Payne, 
Stellan Skarsgård, 
Olivier Martinez, 
Emma Catherine Rigby","/name/nm2092835/,/name/nm0001745/,/name/nm0553648/,/name/nm2050746/",40218.0,
tt1440732,Bel Ami,2012,R,102 min,"Crime, Drama, History",5.4,A chronicle of a young man's rise to power in Paris via his manipulation of the city's wealthiest and most influential women.,"Declan Donnellan, 
Nick Ormerod",/name/nm3077950/,"Robert Pattinson, 
Uma Thurman, 
Kristin Scott Thomas, 
Christina Ricci","/name/nm3078168/,/name/nm1500155/,/name/nm0000235/,/name/nm0000218/,/name/nm0000207/",18861.0,119919.0
tt7025976,The Emperor of Paris,2018,TV-MA,120 min,"Adventure, Crime, History",6.3,Vidocq escapes captivity in 1805; years later he's a fabric merchant in Paris under an alias. He makes a deal of amnesty for catching criminals. He builds an efficient team of ex-cons to catch or kill them.,Jean-François Richet,/name/nm0724938/,"Vincent Cassel, 
Patrick Chesnais, 
August Diehl, 
Olga Kurylenko","/name/nm0001993/,/name/nm0156228/,/name/nm0225944/,/name/nm1385871/",5523.0,
tt14454876,Golda,2023,PG-13,100 min,"Biography, Drama, History",,"Focuses on the intensely dramatic and high-stakes responsibilities and decisions that Golda Meir, also known as the 'Iron Lady of Israel' faced during the Yom Kippur War.",Guy Nattiv,/name/nm1142235/,"Helen Mirren, 
Zed Josef, 
Claudette Williams, 
Henry Goodman","/name/nm0000545/,/name/nm7546218/,/name/nm1186617/,/name/nm0329094/",,
tt0050613,Throne of Blood,1957,Not Rated,110 min,"Drama, History",8.1,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",Akira Kurosawa,/name/nm0000041/,"Toshirô Mifune, 
Minoru Chiaki, 
Isuzu Yamada, 
Takashi Shimura","/name/nm0001536/,/name/nm0156928/,/name/nm0945222/,/name/nm0793766/",53165.0,
tt0052365,The Vikings,1958,Not Rated,116 min,"Action, Adventure, History",7.0,A slave and a Viking prince fight for the love of a captive princess.,Richard Fleischer,/name/nm0281507/,"Kirk Douglas, 
Tony Curtis, 
Ernest Borgnine, 
Janet Leigh","/name/nm0000018/,/name/nm0000348/,/name/nm0000308/,/name/nm0001463/",14761.0,7000000.0
tt0048805,White Feather,1955,Approved,102 min,"History, Western",6.4,"In 1877 Wyoming, during the peace negotiations between the Cheyenne and the USA, an Indian girl falls in love with a land surveyor, causing the ire of her Cheyenne fiance.",Robert D. Webb,/name/nm0916271/,"Robert Wagner, 
Jeffrey Hunter, 
John Lund, 
Debra Paget","/name/nm0001822/,/name/nm0001374/,/name/nm0526184/,/name/nm0656428/",1059.0,
tt14270848,Robbing Mussolini,2022,TV-MA,90 min,"Action, Comedy, Crime",5.4,A Milanese wartime entrepreneur forms a band of misfits and rogues to stage an elaborate heist of a legendary treasure belonging to Benito Mussolini.,Renato De Maria,/name/nm0210101/,"Pietro Castellitto, 
Matilda De Angelis, 
Tommaso Ragno, 
Isabella Ferrari","/name/nm3661207/,/name/nm7006860/,/name/nm0706556/,/name/nm0274088/",1920.0,
tt0015648,Battleship Potemkin,1925,Not Rated,66 min,"Drama, History, Thriller",7.9,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",Sergei Eisenstein,/name/nm0001178/,"Aleksandr Antonov, 
Vladimir Barskiy, 
Grigoriy Aleksandrov, 
Ivan Bobrov","/name/nm0031446/,/name/nm0058290/,/name/nm0017893/,/name/nm0090434/",58845.0,50970.0
tt0063555,The Color of Pomegranates,1969,Not Rated,79 min,"Biography, Drama, History",7.6,"A surreal biopic of Armenian poet Sayat Nova, told via non-narrative amalgamations of images, hailed as revolutionary by Mikhail Vartanov.",Sergei Parajanov,/name/nm0660886/,"Sofiko Chiaureli, 
Melkon Alekyan, 
Vilen Galstyan, 
Gogi Gegechkori","/name/nm0157105/,/name/nm0017934/,/name/nm0303334/,/name/nm0311731/",11788.0,
tt3077214,Suffragette,2015,PG-13,106 min,"Drama, History",6.9,"In 1912 London, a young working mother is galvanized into radical political activism supporting the right for women to vote, and is willing to meet violence with violence to achieve this end.",Sarah Gavron,/name/nm0310673/,"Carey Mulligan, 
Anne-Marie Duff, 
Helena Bonham Carter, 
Meryl Streep","/name/nm1659547/,/name/nm0240359/,/name/nm0000307/,/name/nm0000658/",42942.0,4693356.0
tt3385524,Stan & Ollie,2018,PG,98 min,"Biography, Comedy, Drama",7.2,"Laurel and Hardy, the world's most famous comedy duo, attempt to reignite their film careers as they embark on what becomes their swan song: a grueling theatre tour of post-war Britain.",Jon S. Baird,/name/nm1580671/,"Steve Coogan, 
John C. Reilly, 
Shirley Henderson, 
Nina Arianda","/name/nm0176869/,/name/nm0000604/,/name/nm0376602/,/name/nm3616206/",38186.0,5470235.0
tt2493486,Last Knights,2015,R,115 min,"Action, Drama, History",6.1,A fallen warrior rises against a corrupt and sadistic ruler to avenge his dishonored master.,Kazuaki Kiriya,/name/nm1589546/,"Clive Owen, 
Morgan Freeman, 
Aksel Hennie, 
Payman Maadi","/name/nm0654110/,/name/nm0000151/,/name/nm0377336/,/name/nm1818216/",43985.0,
tt0087892,A Passage to India,1984,PG,164 min,"Adventure, Drama, History",7.3,"Cultural mistrust and false accusations doom a friendship in British colonial India between an Indian doctor, an Englishwoman engaged to marry a city magistrate, and an English educator.",David Lean,/name/nm0000180/,"Judy Davis, 
Victor Banerjee, 
Peggy Ashcroft, 
James Fox","/name/nm0001114/,/name/nm0051856/,/name/nm0001919/,/name/nm0289038/",19434.0,27187653.0
tt0093170,Man Behind the Sun,1988,Not Rated,105 min,"Drama, History, Horror",6.1,"Japanese troops round up Chinese and Russian prisoners of war and take them to unit 731, where they're horribly tortured and experimented on to test new biological weapons.",Tun-Fei Mou,/name/nm1004738/,"Gang Wang, 
Dai Yao Wu, 
Runshen Wang, 
Zhe Quan","/name/nm13349065/,/name/nm2507046/,/name/nm1253696/,/name/nm2503874/",6774.0,
tt5592796,Driven,2018,R,113 min,"Biography, Comedy, Crime",6.4,"Intense thriller where politics, big business and narcotics collide.",Nick Hamm,/name/nm0358327/,"Jason Sudeikis, 
Lee Pace, 
Judy Greer, 
Isabel Arraiza","/name/nm0837177/,/name/nm1195855/,/name/nm0339460/,/name/nm9140881/",7287.0,
tt3268668,Captive,2015,PG-13,97 min,"Action, Biography, Crime",5.4,A single mother struggling with drug addiction is taken hostage in her own apartment by a man on the run who has broken out of jail and murdered the judge assigned to his case.,Jerry Jameson,/name/nm0417054/,"Kate Mara, 
David Oyelowo, 
Mimi Rogers, 
Michael Kenneth Williams","/name/nm0544718/,/name/nm0654648/,/name/nm0000211/,/name/nm0931324/",6997.0,2557668.0
tt11809034,Rurouni Kenshin: Final Chapter Part I - The Final,2021,TV-MA,138 min,"Action, Adventure, Drama",7.2,"Kenshin's past catches up to him causing the destruction of Akabeko Restaurant, which was Kenshin's favorite place to eat. There, he finds a note with the word ""Junchu"" on it.",Keishi Otomo,/name/nm3311094/,"Takeru Satoh, 
Mackenyu, 
Emi Takei, 
Yôsuke Eguchi","/name/nm2615398/,/name/nm5018289/,/name/nm3191754/,/name/nm0251139/",9335.0,
tt0454824,Flyboys,2006,PG-13,140 min,"Action, Drama, History",6.5,"The adventures of the Lafayette Escadrille, young Americans who volunteered for the French military before the U.S. entered World War I, and became the country's first fighter pilots.",Tony Bill,/name/nm0082300/,"James Franco, 
Jean Reno, 
Jennifer Decker, 
Scott Hazell","/name/nm0290556/,/name/nm0000606/,/name/nm0213847/,/name/nm2281941/",43328.0,13082288.0
tt0060588,Khartoum,1966,Approved,128 min,"Action, Adventure, Drama",6.8,"In the Sudan, in 1884 to 1885, Egyptian forces led by British General Charles ""Chinese"" Gordon (Charlton Heston) defend Khartoum against an invading Muslim Army led by a religious fanatic, Mohammed Ahmed el Mahdi (Sir Laurence Olivier).","Basil Dearden, 
Eliot Elisofon",/name/nm0213136/,"Charlton Heston, 
Laurence Olivier, 
Richard Johnson, 
Ralph Richardson","/name/nm0253719/,/name/nm0000032/,/name/nm0000059/,/name/nm0426062/,/name/nm0724732/",7701.0,6540000.0
tt0113987,Nixon,1995,R,192 min,"Biography, Drama, History",7.1,"A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame.",Oliver Stone,/name/nm0000231/,"Anthony Hopkins, 
Joan Allen, 
Powers Boothe, 
Ed Harris","/name/nm0000164/,/name/nm0000260/,/name/nm0000959/,/name/nm0000438/",31585.0,13560960.0
tt2304771,Mandela: Long Walk to Freedom,2013,PG-13,141 min,"Biography, Drama, History",7.1,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,Justin Chadwick,/name/nm0149491/,"Idris Elba, 
Naomie Harris, 
Terry Pheto, 
Robert Hobbs","/name/nm0252961/,/name/nm0365140/,/name/nm1965907/,/name/nm1193091/",28330.0,8323085.0
tt0052738,The Diary of Anne Frank,1959,Approved,180 min,"Biography, Drama, Family",7.4,"During World War II, a teenage Jewish girl named Anne Frank and her family are forced into hiding in the Nazi-occupied Netherlands.",George Stevens,/name/nm0828419/,"Millie Perkins, 
Shelley Winters, 
Joseph Schildkraut, 
Richard Beymer","/name/nm0674012/,/name/nm0001859/,/name/nm0771584/,/name/nm0000937/",13073.0,5014000.0
tt7125774,Balloon,2018,PG-13,125 min,"Drama, History, Thriller",7.5,"East Germany, 1979. After initially failing to flee from the East to the West in a self-built hot-air balloon, two families struggle to make a second attempt, while the East German State Police are chasing them.",Michael Herbig,/name/nm0378660/,"Friedrich Mücke, 
Karoline Schuch, 
David Kross, 
Alicia von Rittberg","/name/nm3177935/,/name/nm0775858/,/name/nm1269088/,/name/nm2736690/",12225.0,6033.0
tt6733874,America: The Motion Picture,2021,TV-MA,98 min,"Animation, Action, Adventure",5.6,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,Matt Thompson,/name/nm0860483/,"Channing Tatum, 
Jason Mantzoukas, 
Olivia Munn, 
Bobby Moynihan","/name/nm1475594/,/name/nm1727621/,/name/nm1601397/,/name/nm1293885/",6768.0,
tt8105234,Flamin' Hot,2023,PG-13,99 min,"Biography, Drama, History",,"Flamin' Hot is the story of Richard Montañez, the Frito Lay janitor who channeled his Mexican American heritage and upbringing to turn Flamin' Hot Cheetos into a snack that disrupted the food industry and became a global phenomenon.",Eva Longoria,/name/nm0519456/,"Tony Shalhoub, 
Matt Walsh, 
Dennis Haysbert, 
Brice Gonzalez","/name/nm0001724/,/name/nm0909768/,/name/nm0371660/,/name/nm12871789/",,
tt1441953,Testament of Youth,2014,PG-13,129 min,"Biography, Drama, History",7.2,"A British woman recalls coming of age during World War I - a story of young love, the futility of war, and how to make sense of the darkest times.",James Kent,/name/nm0448757/,"Alicia Vikander, 
Kit Harington, 
Taron Egerton, 
Dominic West","/name/nm2539953/,/name/nm3229685/,/name/nm5473782/,/name/nm0922035/",29394.0,1822030.0
tt0100046,The Long Walk Home,1990,PG,97 min,"Drama, History",7.3,"Two women, black and white, in 1955 Montgomery Alabama, must decide what they are going to do in response to the famous bus boycott led by Martin Luther King.",Richard Pearce,/name/nm0669004/,"Sissy Spacek, 
Whoopi Goldberg, 
Dwight Schultz, 
Ving Rhames","/name/nm0000651/,/name/nm0000155/,/name/nm0776239/,/name/nm0000609/",4355.0,4803039.0
tt0054847,El Cid,1961,Approved,182 min,"Biography, Drama, History",7.2,The fabled Spanish hero Rodrigo Diaz de Vivar (a.k.a. El Cid) overcomes a family vendetta and court intrigue to defend Christian Spain against the Moors.,Anthony Mann,/name/nm0542649/,"Charlton Heston, 
Sophia Loren, 
Raf Vallone, 
Geneviève Page","/name/nm0000032/,/name/nm0000047/,/name/nm0885203/,/name/nm0656180/",14782.0,26620000.0
tt0119485,Kundun,1997,PG-13,134 min,"Biography, Drama, History",7.0,"From childhood to adulthood, Tibet's fourteenth Dalai Lama deals with Chinese oppression and other problems.",Martin Scorsese,/name/nm0000217/,"Tenzin Thuthob Tsarong, 
Gyurme Tethong, 
Tulku Jamyang Kunga Tenzin, 
Tenzin Yeshi Paichang","/name/nm0862292/,/name/nm0856522/,/name/nm0855212/,/name/nm0656676/",28930.0,5532301.0
tt0099334,Cyrano de Bergerac,1990,PG,137 min,"Comedy, Drama, History",7.5,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",Jean-Paul Rappeneau,/name/nm0710919/,"Gérard Depardieu, 
Anne Brochet, 
Vincent Perez, 
Jacques Weber","/name/nm0000367/,/name/nm0110507/,/name/nm0001641/,/name/nm0916616/",24829.0,15140007.0
tt2093991,Elvis & Nixon,2016,R,86 min,"Comedy, History",6.4,"The untold true story behind the meeting between Elvis Presley, the King of Rock 'n Roll, and President Richard Nixon, resulting in this revealing, yet humorous moment immortalized in the most requested photograph in the National Archives.",Liza Johnson,/name/nm1637785/,"Michael Shannon, 
Kevin Spacey, 
Alex Pettyfer, 
Johnny Knoxville","/name/nm0788335/,/name/nm0000228/,/name/nm1641117/,/name/nm0424216/",14524.0,1031598.0
tt7035004,The Swordsman,2020,TV-14,100 min,"Action, Drama, History",6.8,"Three different swordsmen -- a swordsman who is going blind, the best swordsman in Joseon Dynasty, and the best swordsman in Qing Dynasty who aspires to be the best even in the Joseon Dynasty -- meet each other for their own reasons.",Jae-Hoon Choi,/name/nm9075613/,"Jang Hyuk, 
Hyeon-soo Kim, 
Joe Taslim, 
Man-sik Jeong","/name/nm1030267/,/name/nm4694226/,/name/nm3029144/,/name/nm3362169/",4661.0,
